;annee;code_iris;nom_iris;numero_de_voie;indice_de_repetition;type_de_voie;libelle_de_voie;code_commune;nom_commune;segment_de_client;nombre_de_logements;consommation_annuelle_totale_de_l_adresse_mwh;consommation_annuelle_moyenne_par_site_de_l_adresse_mwh;consommation_annuelle_moyenne_de_la_commune_mwh;adresse;code_epci;code_departement;code_region;tri_des_adresses
1863541;2023;693880104;Marius Berliet Nord;4.0;;RUE;SAINT MAURICE;69123;Lyon;RESIDENTIEL;14;33.302;2.379;2.654;4 RUE SAINT MAURICE;200046977.0;69.0;84.0;171814
1863543;2023;693880202;Les Alouettes-Bachut;39.0;;RUE;SAINT MAURICE;69123;Lyon;RESIDENTIEL;15;16.921;1.128;2.654;39 RUE SAINT MAURICE;200046977.0;69.0;84.0;171815
1863549;2023;693880101;Jean Moulin;6.0;;RUE;SAINT NESTOR;69123;Lyon;RESIDENTIEL;10;29.825;2.983;2.654;6 RUE SAINT NESTOR;200046977.0;69.0;84.0;171874
1863551;2023;693880101;Jean Moulin;4.0;;RUE;SAINT NESTOR;69123;Lyon;RESIDENTIEL;10;17.791;1.779;2.654;4 RUE SAINT NESTOR;200046977.0;69.0;84.0;171879
1863553;2023;693880104;Marius Berliet Nord;17.0;;RUE;SAINT NESTOR;69123;Lyon;RESIDENTIEL;37;142.193;3.843;2.654;17 RUE SAINT NESTOR;200046977.0;69.0;84.0;171890
1863555;2023;693880101;Jean Moulin;4.0;B;RUE;SAINT NESTOR;69123;Lyon;RESIDENTIEL;22;35.772;1.626;2.654;4 B RUE SAINT NESTOR;200046977.0;69.0;84.0;171892
1863563;2023;693880102;Colbert;4.0;;RUE;SAINT ROMAIN;69123;Lyon;RESIDENTIEL;22;40.193;1.827;2.654;4 RUE SAINT ROMAIN;200046977.0;69.0;84.0;171937
1863596;2023;693880102;Colbert;4.0;;RUE;SANTOS DUMONT;69123;Lyon;RESIDENTIEL;15;30.022;2.001;2.654;4 RUE SANTOS DUMONT;200046977.0;69.0;84.0;172098
1863597;2023;693880102;Colbert;25.0;;RUE;SANTOS DUMONT;69123;Lyon;RESIDENTIEL;20;43.269;2.163;2.654;25 RUE SANTOS DUMONT;200046977.0;69.0;84.0;172103
1863598;2023;693880102;Colbert;16.0;;RUE;SANTOS DUMONT;69123;Lyon;RESIDENTIEL;24;42.177;1.757;2.654;16 RUE SANTOS DUMONT;200046977.0;69.0;84.0;172107
1863599;2023;693880102;Colbert;1.0;;RUE;SANTOS DUMONT;69123;Lyon;RESIDENTIEL;97;227.586;2.346;2.654;1 RUE SANTOS DUMONT;200046977.0;69.0;84.0;172111
1863670;2023;693880105;Marius Berliet Sud;75.0;;RUE;VILLON;69123;Lyon;RESIDENTIEL;33;137.311;4.161;2.654;75 RUE VILLON;200046977.0;69.0;84.0;172658
1863671;2023;693880105;Marius Berliet Sud;68.0;;RUE;VILLON;69123;Lyon;RESIDENTIEL;16;35.48;2.218;2.654;68 RUE VILLON;200046977.0;69.0;84.0;172662
1863679;2023;693880603;Viviani;15.0;;AVENUE;VIVIANI;69123;Lyon;RESIDENTIEL;13;16.884;1.299;2.654;15 AVENUE VIVIANI;200046977.0;69.0;84.0;172737
1863680;2023;693880603;Viviani;21.0;B;AVENUE;VIVIANI;69123;Lyon;RESIDENTIEL;18;15.78;0.877;2.654;21 B AVENUE VIVIANI;200046977.0;69.0;84.0;172743
1863682;2023;693880702;États-Unis;28.0;;RUE;WAKATSUKI;69123;Lyon;RESIDENTIEL;12;13.652;1.138;2.654;28 RUE WAKATSUKI;200046977.0;69.0;84.0;172762
1863683;2023;693880702;États-Unis;26.0;;RUE;WAKATSUKI;69123;Lyon;RESIDENTIEL;10;15.072;1.507;2.654;26 RUE WAKATSUKI;200046977.0;69.0;84.0;172763
1872011;2023;693880203;Montplaisir Nord;4.0;;COURS;ALBERT THOMAS;69123;Lyon;RESIDENTIEL;10;30.29;3.029;2.654;4 COURS ALBERT THOMAS;200046977.0;69.0;84.0;164223
1872013;2023;693880101;Jean Moulin;32.0;;COURS;ALBERT THOMAS;69123;Lyon;RESIDENTIEL;31;29.381;0.948;2.654;32 COURS ALBERT THOMAS;200046977.0;69.0;84.0;164227
1872015;2023;693880203;Montplaisir Nord;152.0;;COURS;ALBERT THOMAS;69123;Lyon;RESIDENTIEL;14;54.875;3.92;2.654;152 COURS ALBERT THOMAS;200046977.0;69.0;84.0;164236
1872017;2023;693880203;Montplaisir Nord;126.0;;COURS;ALBERT THOMAS;69123;Lyon;RESIDENTIEL;18;46.302;2.572;2.654;126 COURS ALBERT THOMAS;200046977.0;69.0;84.0;164239
1872019;2023;693880203;Montplaisir Nord;114.0;;COURS;ALBERT THOMAS;69123;Lyon;RESIDENTIEL;35;90.83;2.595;2.654;114 COURS ALBERT THOMAS;200046977.0;69.0;84.0;164241
1872021;2023;693880101;Jean Moulin;30.0;B;COURS;ALBERT THOMAS;69123;Lyon;RESIDENTIEL;11;41.029;3.73;2.654;30 B COURS ALBERT THOMAS;200046977.0;69.0;84.0;164247
1872025;2023;693880501;Pinel Santy;22.0;;RUE;ALPHONSE RODET;69123;Lyon;RESIDENTIEL;18;80.337;4.463;2.654;22 RUE ALPHONSE RODET;200046977.0;69.0;84.0;164255
1872058;2023;693880202;Les Alouettes-Bachut;34.0;;RUE;ANTOINE LUMIERE;69123;Lyon;RESIDENTIEL;33;73.158;2.217;2.654;34 RUE ANTOINE LUMIERE;200046977.0;69.0;84.0;164429
1872059;2023;693880202;Les Alouettes-Bachut;30.0;;RUE;ANTOINE LUMIERE;69123;Lyon;RESIDENTIEL;40;76.06;1.902;2.654;30 RUE ANTOINE LUMIERE;200046977.0;69.0;84.0;164431
1872060;2023;693880202;Les Alouettes-Bachut;26.0;;RUE;ANTOINE LUMIERE;69123;Lyon;RESIDENTIEL;62;108.485;1.75;2.654;26 RUE ANTOINE LUMIERE;200046977.0;69.0;84.0;164432
1872061;2023;693880202;Les Alouettes-Bachut;20.0;;RUE;ANTOINE LUMIERE;69123;Lyon;RESIDENTIEL;10;20.215;2.021;2.654;20 RUE ANTOINE LUMIERE;200046977.0;69.0;84.0;164433
1872062;2023;693880701;Le Bocage;17.0;;RUE;ANTOINE PERICAUD;69123;Lyon;RESIDENTIEL;29;81.125;2.797;2.654;17 RUE ANTOINE PERICAUD;200046977.0;69.0;84.0;164444
1872073;2023;693880105;Marius Berliet Sud;4.0;;RUE;AUDIBERT ET LAVIROTTE;69123;Lyon;RESIDENTIEL;52;74.964;1.442;2.654;4 RUE AUDIBERT ET LAVIROTTE;200046977.0;69.0;84.0;164499
1872074;2023;693880105;Marius Berliet Sud;11.0;;RUE;AUDIBERT ET LAVIROTTE;69123;Lyon;RESIDENTIEL;17;32.305;1.9;2.654;11 RUE AUDIBERT ET LAVIROTTE;200046977.0;69.0;84.0;164504
1872075;2023;693880902;Grand Trou;3.0;;RUE;AUGUSTE CHOLLAT;69123;Lyon;RESIDENTIEL;23;31.545;1.372;2.654;3 RUE AUGUSTE CHOLLAT;200046977.0;69.0;84.0;164509
1872092;2023;693880301;Laennec;89.0;;RUE;BATAILLE;69123;Lyon;RESIDENTIEL;13;24.029;1.848;2.654;89 RUE BATAILLE;200046977.0;69.0;84.0;164660
1872093;2023;693880202;Les Alouettes-Bachut;35.0;;RUE;BATAILLE;69123;Lyon;RESIDENTIEL;27;90.528;3.353;2.654;35 RUE BATAILLE;200046977.0;69.0;84.0;164671
1872094;2023;693880202;Les Alouettes-Bachut;33.0;;RUE;BATAILLE;69123;Lyon;RESIDENTIEL;37;54.437;1.471;2.654;33 RUE BATAILLE;200046977.0;69.0;84.0;164672
1872095;2023;693880202;Les Alouettes-Bachut;3.0;;RUE;BATAILLE;69123;Lyon;RESIDENTIEL;16;56.996;3.562;2.654;3 RUE BATAILLE;200046977.0;69.0;84.0;164675
1872096;2023;693880303;Bataille;130.0;;RUE;BATAILLE;69123;Lyon;RESIDENTIEL;10;19.788;1.979;2.654;130 RUE BATAILLE;200046977.0;69.0;84.0;164683
1872097;2023;693880202;Les Alouettes-Bachut;13.0;;RUE;BATAILLE;69123;Lyon;RESIDENTIEL;15;31.749;2.117;2.654;13 RUE BATAILLE;200046977.0;69.0;84.0;164684
1872105;2023;693880902;Grand Trou;3.0;;RUE;BENOIT BERNARD;69123;Lyon;RESIDENTIEL;12;24.447;2.037;2.654;3 RUE BENOIT BERNARD;200046977.0;69.0;84.0;164779
1872109;2023;693880701;Le Bocage;324.0;;AVENUE;BERTHELOT;69123;Lyon;RESIDENTIEL;15;37.637;2.509;2.654;324 AVENUE BERTHELOT;200046977.0;69.0;84.0;164814
1872110;2023;693880802;Audibert-La Virotte;310.0;;AVENUE;BERTHELOT;69123;Lyon;RESIDENTIEL;102;275.659;2.703;2.654;310 AVENUE BERTHELOT;200046977.0;69.0;84.0;164821
1872172;2023;693880402;La Trinité-Mermoz;4.0;;RUE;CAPITAINE ELISABETH BOSELLI;69123;Lyon;RESIDENTIEL;20;30.841;1.542;2.654;4 RUE CAPITAINE ELISABETH BOSELLI;200046977.0;69.0;84.0;165111
1872198;2023;693880902;Grand Trou;4.0;;IMPASSE;CATON;69123;Lyon;RESIDENTIEL;19;78.243;4.118;2.654;4 IMPASSE CATON;200046977.0;69.0;84.0;165180
1872200;2023;693880902;Grand Trou;2.0;;IMPASSE;CATON;69123;Lyon;RESIDENTIEL;16;67.601;4.225;2.654;2 IMPASSE CATON;200046977.0;69.0;84.0;165181
1872210;2023;693880903;Montagny-Saint-Jean de Dieu;168.0;;RUE;CHALLEMEL LACOUR;69123;Lyon;RESIDENTIEL;18;17.113;0.951;2.654;168 RUE CHALLEMEL LACOUR;200046977.0;69.0;84.0;165208
1872212;2023;693880903;Montagny-Saint-Jean de Dieu;155.0;;RUE;CHALLEMEL LACOUR;69123;Lyon;RESIDENTIEL;13;65.114;5.009;2.654;155 RUE CHALLEMEL LACOUR;200046977.0;69.0;84.0;165210
1872214;2023;693880903;Montagny-Saint-Jean de Dieu;151.0;;RUE;CHALLEMEL LACOUR;69123;Lyon;RESIDENTIEL;18;91.243;5.069;2.654;151 RUE CHALLEMEL LACOUR;200046977.0;69.0;84.0;165212
1872216;2023;693880903;Montagny-Saint-Jean de Dieu;131.0;;RUE;CHALLEMEL LACOUR;69123;Lyon;RESIDENTIEL;14;79.408;5.672;2.654;131 RUE CHALLEMEL LACOUR;200046977.0;69.0;84.0;165219
1872218;2023;693880903;Montagny-Saint-Jean de Dieu;1.0;;RUE;CHALLEMEL LACOUR;69123;Lyon;RESIDENTIEL;12;47.797;3.983;2.654;1 RUE CHALLEMEL LACOUR;200046977.0;69.0;84.0;165226
1872222;2023;693880902;Grand Trou;5.0;;RUE;CHANTAL SANDRIN;69123;Lyon;RESIDENTIEL;21;32.316;1.539;2.654;5 RUE CHANTAL SANDRIN;200046977.0;69.0;84.0;165250
1872257;2023;693880901;Petite Guille;9.0;;RUE;COLONEL ARNAUD BELTRAME;69123;Lyon;RESIDENTIEL;31;7.161;0.231;2.654;9 RUE COLONEL ARNAUD BELTRAME;200046977.0;69.0;84.0;165466
1872258;2023;693880901;Petite Guille;2.0;;RUE;COLONEL ARNAUD BELTRAME;69123;Lyon;RESIDENTIEL;40;44.459;1.111;2.654;2 RUE COLONEL ARNAUD BELTRAME;200046977.0;69.0;84.0;165473
1872271;2023;693880902;Grand Trou;100.0;;RUE;CROIX BARRET;69123;Lyon;RESIDENTIEL;16;43.089;2.693;2.654;100 RUE CROIX BARRET;200046977.0;69.0;84.0;165545
1872308;2023;693880903;Montagny-Saint-Jean de Dieu;5.0;;RUE;DE CHAMPAGNEUX;69123;Lyon;RESIDENTIEL;16;67.374;4.211;2.654;5 RUE DE CHAMPAGNEUX;200046977.0;69.0;84.0;165822
1872374;2023;693880105;Marius Berliet Sud;7.0;;RUE;DE L ETERNITE;69123;Lyon;RESIDENTIEL;46;68.794;1.496;2.654;7 RUE DE L ETERNITE;200046977.0;69.0;84.0;166133
1872376;2023;693880105;Marius Berliet Sud;96.0;;AVENUE;DE L EUROPE;69123;Lyon;RESIDENTIEL;40;82.745;2.069;2.654;96 AVENUE DE L EUROPE;200046977.0;69.0;84.0;166138
1872378;2023;693880105;Marius Berliet Sud;94.0;;AVENUE;DE L EUROPE;69123;Lyon;RESIDENTIEL;26;25.394;0.977;2.654;94 AVENUE DE L EUROPE;200046977.0;69.0;84.0;166140
1872427;2023;693880105;Marius Berliet Sud;5.0;;RUE;DE LA FRATERNITE;69123;Lyon;RESIDENTIEL;28;44.777;1.599;2.654;5 RUE DE LA FRATERNITE;200046977.0;69.0;84.0;166318
1872440;2023;693880105;Marius Berliet Sud;6.0;;RUE;DE LA ROSIERE;69123;Lyon;RESIDENTIEL;34;135.228;3.977;2.654;6 RUE DE LA ROSIERE;200046977.0;69.0;84.0;166482
1872449;2023;693880902;Grand Trou;94.0;;RUE;DE MONTAGNY;69123;Lyon;RESIDENTIEL;18;74.482;4.138;2.654;94 RUE DE MONTAGNY;200046977.0;69.0;84.0;166604
1872450;2023;693880903;Montagny-Saint-Jean de Dieu;84.0;;RUE;DE MONTAGNY;69123;Lyon;RESIDENTIEL;17;102.386;6.023;2.654;84 RUE DE MONTAGNY;200046977.0;69.0;84.0;166608
1872451;2023;693880902;Grand Trou;75.0;;RUE;DE MONTAGNY;69123;Lyon;RESIDENTIEL;84;81.804;0.974;2.654;75 RUE DE MONTAGNY;200046977.0;69.0;84.0;166612
1872452;2023;693880903;Montagny-Saint-Jean de Dieu;100.0;;RUE;DE MONTAGNY;69123;Lyon;RESIDENTIEL;22;22.943;1.043;2.654;100 RUE DE MONTAGNY;200046977.0;69.0;84.0;166625
1872458;2023;693880401;Latarget-Mermoz;4.0;;RUE;DE NARVIK;69123;Lyon;RESIDENTIEL;22;65.37;2.971;2.654;4 RUE DE NARVIK;200046977.0;69.0;84.0;166661
1872471;2023;693880903;Montagny-Saint-Jean de Dieu;242.0;;ROUTE;DE VIENNE;69123;Lyon;RESIDENTIEL;30;50.844;1.695;2.654;242 ROUTE DE VIENNE;200046977.0;69.0;84.0;166816
1872472;2023;693880901;Petite Guille;211.0;;ROUTE;DE VIENNE;69123;Lyon;RESIDENTIEL;32;48.501;1.516;2.654;211 ROUTE DE VIENNE;200046977.0;69.0;84.0;166821
1872473;2023;693880901;Petite Guille;2.0;;ROUTE;DE VIENNE;69123;Lyon;RESIDENTIEL;14;40.274;2.877;2.654;2 ROUTE DE VIENNE;200046977.0;69.0;84.0;166827
1872474;2023;693880902;Grand Trou;186.0;;ROUTE;DE VIENNE;69123;Lyon;RESIDENTIEL;23;24.688;1.073;2.654;186 ROUTE DE VIENNE;200046977.0;69.0;84.0;166832
1872475;2023;693880901;Petite Guille;185.0;;ROUTE;DE VIENNE;69123;Lyon;RESIDENTIEL;30;55.617;1.854;2.654;185 ROUTE DE VIENNE;200046977.0;69.0;84.0;166833
1872476;2023;693880901;Petite Guille;177.0;;ROUTE;DE VIENNE;69123;Lyon;RESIDENTIEL;14;19.94;1.424;2.654;177 ROUTE DE VIENNE;200046977.0;69.0;84.0;166839
1872486;2023;693880301;Laennec;19.0;;PASSAGE;DES ALOUETTES;69123;Lyon;RESIDENTIEL;120;230.349;1.92;2.654;19 PASSAGE DES ALOUETTES;200046977.0;69.0;84.0;166966
1872487;2023;693880202;Les Alouettes-Bachut;10.0;;RUE;DES ALOUETTES;69123;Lyon;RESIDENTIEL;28;53.35;1.905;2.654;10 RUE DES ALOUETTES;200046977.0;69.0;84.0;166982
1872508;2023;693880802;Audibert-La Virotte;8.0;;BOULEVARD;DES ETATS UNIS;69123;Lyon;RESIDENTIEL;15;47.435;3.162;2.654;8 BOULEVARD DES ETATS UNIS;200046977.0;69.0;84.0;167198
1872513;2023;693880203;Montplaisir Nord;89.0;;AVENUE;DES FRERES LUMIERE;69123;Lyon;RESIDENTIEL;13;36.776;2.829;2.654;89 AVENUE DES FRERES LUMIERE;200046977.0;69.0;84.0;167235
1872514;2023;693880102;Colbert;8.0;;AVENUE;DES FRERES LUMIERE;69123;Lyon;RESIDENTIEL;57;74.311;1.304;2.654;8 AVENUE DES FRERES LUMIERE;200046977.0;69.0;84.0;167236
1872515;2023;693880101;Jean Moulin;68.0;;AVENUE;DES FRERES LUMIERE;69123;Lyon;RESIDENTIEL;23;25.65;1.115;2.654;68 AVENUE DES FRERES LUMIERE;200046977.0;69.0;84.0;167238
1872516;2023;693880102;Colbert;48.0;;AVENUE;DES FRERES LUMIERE;69123;Lyon;RESIDENTIEL;11;55.195;5.018;2.654;48 AVENUE DES FRERES LUMIERE;200046977.0;69.0;84.0;167240
1872517;2023;693880102;Colbert;24.0;;AVENUE;DES FRERES LUMIERE;69123;Lyon;RESIDENTIEL;27;34.297;1.27;2.654;24 AVENUE DES FRERES LUMIERE;200046977.0;69.0;84.0;167249
1872518;2023;693880204;Montplaisir Sud;152.0;;AVENUE;DES FRERES LUMIERE;69123;Lyon;RESIDENTIEL;42;123.365;2.937;2.654;152 AVENUE DES FRERES LUMIERE;200046977.0;69.0;84.0;167255
1872519;2023;693880204;Montplaisir Sud;150.0;;AVENUE;DES FRERES LUMIERE;69123;Lyon;RESIDENTIEL;26;44.111;1.697;2.654;150 AVENUE DES FRERES LUMIERE;200046977.0;69.0;84.0;167256
1872520;2023;693880101;Jean Moulin;5.0;B;AVENUE;DES FRERES LUMIERE;69123;Lyon;RESIDENTIEL;48;90.854;1.893;2.654;5 B AVENUE DES FRERES LUMIERE;200046977.0;69.0;84.0;167272
1872526;2023;693880105;Marius Berliet Sud;44.0;;RUE;DES HERIDEAUX;69123;Lyon;RESIDENTIEL;33;53.095;1.609;2.654;44 RUE DES HERIDEAUX;200046977.0;69.0;84.0;167307
1872539;2023;693880503;Général André;3.0;;RUE;DES ROSES;69123;Lyon;RESIDENTIEL;17;15.72;0.925;2.654;3 RUE DES ROSES;200046977.0;69.0;84.0;167396
1872543;2023;693880101;Jean Moulin;42.0;;RUE;DES TUILIERS;69123;Lyon;RESIDENTIEL;21;30.55;1.455;2.654;42 RUE DES TUILIERS;200046977.0;69.0;84.0;167456
1872555;2023;693880203;Montplaisir Nord;11.0;;RUE;DOCTEUR ARMAND GELIBERT;69123;Lyon;RESIDENTIEL;16;42.065;2.629;2.654;11 RUE DOCTEUR ARMAND GELIBERT;200046977.0;69.0;84.0;167487
1872625;2023;693880702;États-Unis;12.0;;RUE;DU COMMANDANT PEGOUT;69123;Lyon;RESIDENTIEL;22;38.626;1.756;2.654;12 RUE DU COMMANDANT PEGOUT;200046977.0;69.0;84.0;167778
1872655;2023;693880203;Montplaisir Nord;36.0;;RUE;DU DOCTEUR BONHOMME;69123;Lyon;RESIDENTIEL;14;25.735;1.838;2.654;36 RUE DU DOCTEUR BONHOMME;200046977.0;69.0;84.0;167865
1872657;2023;693880203;Montplaisir Nord;33.0;;RUE;DU DOCTEUR BONHOMME;69123;Lyon;RESIDENTIEL;20;44.773;2.239;2.654;33 RUE DU DOCTEUR BONHOMME;200046977.0;69.0;84.0;167868
1872669;2023;693880404;Mairie;77.0;;AVENUE;DU GENERAL FRERE;69123;Lyon;RESIDENTIEL;28;48.104;1.718;2.654;77 AVENUE DU GENERAL FRERE;200046977.0;69.0;84.0;167943
1872671;2023;693880501;Pinel Santy;190.0;;AVENUE;DU GENERAL FRERE;69123;Lyon;RESIDENTIEL;23;52.621;2.288;2.654;190 AVENUE DU GENERAL FRERE;200046977.0;69.0;84.0;167956
1872673;2023;693880403;Genton-Ranvier;131.0;;AVENUE;DU GENERAL FRERE;69123;Lyon;RESIDENTIEL;81;230.992;2.852;2.654;131 AVENUE DU GENERAL FRERE;200046977.0;69.0;84.0;167961
1872723;2023;693880902;Grand Trou;11.0;;RUE;DU PRESBYTERE;69123;Lyon;RESIDENTIEL;20;48.104;2.405;2.654;11 RUE DU PRESBYTERE;200046977.0;69.0;84.0;168220
1872725;2023;693880902;Grand Trou;1.0;;RUE;DU PRESBYTERE;69123;Lyon;RESIDENTIEL;16;24.331;1.521;2.654;1 RUE DU PRESBYTERE;200046977.0;69.0;84.0;168221
1872728;2023;693880303;Bataille;8.0;;RUE;DU PROFESSEUR MORAT;69123;Lyon;RESIDENTIEL;13;17.458;1.343;2.654;8 RUE DU PROFESSEUR MORAT;200046977.0;69.0;84.0;168236
1872729;2023;693880303;Bataille;28.0;;RUE;DU PROFESSEUR MORAT;69123;Lyon;RESIDENTIEL;12;32.989;2.749;2.654;28 RUE DU PROFESSEUR MORAT;200046977.0;69.0;84.0;168241
1872766;2023;693880303;Bataille;19.0;;RUE;EDOUARD NIEUPORT;69123;Lyon;RESIDENTIEL;20;28.408;1.42;2.654;19 RUE EDOUARD NIEUPORT;200046977.0;69.0;84.0;168430
1872767;2023;693880101;Jean Moulin;28.0;;RUE;EDOUARD ROCHET;69123;Lyon;RESIDENTIEL;11;23.268;2.115;2.654;28 RUE EDOUARD ROCHET;200046977.0;69.0;84.0;168432
1872769;2023;693880101;Jean Moulin;26.0;;RUE;EDOUARD ROCHET;69123;Lyon;RESIDENTIEL;11;33.485;3.044;2.654;26 RUE EDOUARD ROCHET;200046977.0;69.0;84.0;168433
1872770;2023;693880101;Jean Moulin;24.0;;RUE;EDOUARD ROCHET;69123;Lyon;RESIDENTIEL;20;31.076;1.554;2.654;24 RUE EDOUARD ROCHET;200046977.0;69.0;84.0;168434
1872830;2023;693880902;Grand Trou;19.0;;RUE;GENERAL GOURAUD;69123;Lyon;RESIDENTIEL;11;32.186;2.926;2.654;19 RUE GENERAL GOURAUD;200046977.0;69.0;84.0;168952
1872832;2023;693880403;Genton-Ranvier;19.0;;RUE;GENTON;69123;Lyon;RESIDENTIEL;15;89.622;5.975;2.654;19 RUE GENTON;200046977.0;69.0;84.0;168974
1872860;2023;693880102;Colbert;9.0;;RUE;HENRI PENSIER;69123;Lyon;RESIDENTIEL;15;87.134;5.809;2.654;9 RUE HENRI PENSIER;200046977.0;69.0;84.0;169207
1872871;2023;693880303;Bataille;10.0;;RUE;JACQUELINE AURIOL;69123;Lyon;RESIDENTIEL;73;141.446;1.938;2.654;10 RUE JACQUELINE AURIOL;200046977.0;69.0;84.0;169299
1872877;2023;693880303;Bataille;23.0;;RUE;JEAN DESPARMET;69123;Lyon;RESIDENTIEL;17;46.033;2.708;2.654;23 RUE JEAN DESPARMET;200046977.0;69.0;84.0;169348
1872894;2023;693880303;Bataille;27.0;;AVENUE;JEAN MERMOZ;69123;Lyon;RESIDENTIEL;30;56.927;1.898;2.654;27 AVENUE JEAN MERMOZ;200046977.0;69.0;84.0;169455
1872895;2023;693880402;La Trinité-Mermoz;143.0;;AVENUE;JEAN MERMOZ;69123;Lyon;RESIDENTIEL;13;23.506;1.808;2.654;143 AVENUE JEAN MERMOZ;200046977.0;69.0;84.0;169457
1872896;2023;693880303;Bataille;1.0;;AVENUE;JEAN MERMOZ;69123;Lyon;RESIDENTIEL;34;55.674;1.637;2.654;1 AVENUE JEAN MERMOZ;200046977.0;69.0;84.0;169461
1872900;2023;693880204;Montplaisir Sud;21.0;;RUE;JEAN PERREAL;69123;Lyon;RESIDENTIEL;10;16.816;1.682;2.654;21 RUE JEAN PERREAL;200046977.0;69.0;84.0;169472
1872902;2023;693880801;Moulin à Vent;4.0;;RUE;JEAN SARRAZIN;69123;Lyon;RESIDENTIEL;18;22.241;1.236;2.654;4 RUE JEAN SARRAZIN;200046977.0;69.0;84.0;169490
1872903;2023;693880801;Moulin à Vent;2.0;;RUE;JEAN SARRAZIN;69123;Lyon;RESIDENTIEL;16;24.348;1.522;2.654;2 RUE JEAN SARRAZIN;200046977.0;69.0;84.0;169491
1872955;2023;693880202;Les Alouettes-Bachut;70.0;;BOULEVARD;JEAN XXIII;69123;Lyon;RESIDENTIEL;17;40.603;2.388;2.654;70 BOULEVARD JEAN XXIII;200046977.0;69.0;84.0;169503
1872957;2023;693880202;Les Alouettes-Bachut;52.0;;BOULEVARD;JEAN XXIII;69123;Lyon;RESIDENTIEL;37;96.094;2.597;2.654;52 BOULEVARD JEAN XXIII;200046977.0;69.0;84.0;169509
1872959;2023;693880301;Laennec;35.0;;BOULEVARD;JEAN XXIII;69123;Lyon;RESIDENTIEL;28;39.226;1.401;2.654;35 BOULEVARD JEAN XXIII;200046977.0;69.0;84.0;169512
1872986;2023;693880401;Latarget-Mermoz;4.0;;RUE;JOSEPH CHALIER;69123;Lyon;RESIDENTIEL;38;105.337;2.772;2.654;4 RUE JOSEPH CHALIER;200046977.0;69.0;84.0;169643
1872987;2023;693880701;Le Bocage;30.0;;RUE;JOSEPH CHAPELLE;69123;Lyon;RESIDENTIEL;21;89.654;4.269;2.654;30 RUE JOSEPH CHAPELLE;200046977.0;69.0;84.0;169652
1873006;2023;693880302;Rockefeller-La Buire;119.0;;RUE;LAENNEC;69123;Lyon;RESIDENTIEL;12;28.931;2.411;2.654;119 RUE LAENNEC;200046977.0;69.0;84.0;169890
1889880;2020;693880303;Bataille;17.0;;RUE;EDOUARD NIEUPORT;69123;Lyon;RESIDENTIEL;12;24.767;2.064;2.977;17 RUE EDOUARD NIEUPORT;200046977.0;69.0;84.0;170056
1889888;2020;693880701;Le Bocage;28.0;;RUE;EMILE COMBES;69123;Lyon;RESIDENTIEL;10;17.985;1.798;2.977;28 RUE EMILE COMBES;200046977.0;69.0;84.0;170085
1889972;2020;693880503;Général André;4.0;B;RUE;FLORENT;69123;Lyon;RESIDENTIEL;13;44.298;3.408;2.977;4 B RUE FLORENT;200046977.0;69.0;84.0;170441
1890077;2020;693880303;Bataille;44.0;;RUE;GABRIEL SARRAZIN;69123;Lyon;RESIDENTIEL;40;177.101;4.428;2.977;44 RUE GABRIEL SARRAZIN;200046977.0;69.0;84.0;170579
1890137;2020;693880503;Général André;12.0;;RUE;GENERAL ANDRE;69123;Lyon;RESIDENTIEL;14;33.731;2.409;2.977;12 RUE GENERAL ANDRE;200046977.0;69.0;84.0;170798
1890141;2020;693880902;Grand Trou;26.0;;RUE;GENERAL GOURAUD;69123;Lyon;RESIDENTIEL;20;40.96;2.048;2.977;26 RUE GENERAL GOURAUD;200046977.0;69.0;84.0;170825
1890143;2020;693880902;Grand Trou;17.0;;RUE;GENERAL GOURAUD;69123;Lyon;RESIDENTIEL;11;37.845;3.44;2.977;17 RUE GENERAL GOURAUD;200046977.0;69.0;84.0;170830
1890153;2020;693880402;La Trinité-Mermoz;34.0;;RUE;GENTON;69123;Lyon;RESIDENTIEL;16;32.458;2.029;2.977;34 RUE GENTON;200046977.0;69.0;84.0;170862
1890289;2020;693880102;Colbert;16.0;;RUE;HENRI PENSIER;69123;Lyon;RESIDENTIEL;20;31.086;1.554;2.977;16 RUE HENRI PENSIER;200046977.0;69.0;84.0;171184
1890290;2020;693880102;Colbert;13.0;;RUE;HENRI PENSIER;69123;Lyon;RESIDENTIEL;10;29.243;2.924;2.977;13 RUE HENRI PENSIER;200046977.0;69.0;84.0;171186
1890304;2020;693880404;Mairie;24.0;;RUE;JACQUELINE AURIOL;69123;Lyon;RESIDENTIEL;16;41.328;2.583;2.977;24 RUE JACQUELINE AURIOL;200046977.0;69.0;84.0;171293
1890305;2020;693880303;Bataille;10.0;;RUE;JACQUELINE AURIOL;69123;Lyon;RESIDENTIEL;74;156.114;2.11;2.977;10 RUE JACQUELINE AURIOL;200046977.0;69.0;84.0;171298
1890447;2020;693880303;Bataille;83.0;;AVENUE;JEAN MERMOZ;69123;Lyon;RESIDENTIEL;10;16.093;1.609;2.977;83 AVENUE JEAN MERMOZ;200046977.0;69.0;84.0;171552
1890449;2020;693880404;Mairie;56.0;;AVENUE;JEAN MERMOZ;69123;Lyon;RESIDENTIEL;19;143.833;7.57;2.977;56 AVENUE JEAN MERMOZ;200046977.0;69.0;84.0;171557
