;annee;code_iris;nom_iris;numero_de_voie;indice_de_repetition;type_de_voie;libelle_de_voie;code_commune;nom_commune;segment_de_client;nombre_de_logements;consommation_annuelle_totale_de_l_adresse_mwh;consommation_annuelle_moyenne_par_site_de_l_adresse_mwh;consommation_annuelle_moyenne_de_la_commune_mwh;adresse;code_epci;code_departement;code_region;tri_des_adresses
66969;2022;693880202;Les Alouettes-Bachut;54.0;B;RUE;SAINT MATHIEU;69123;Lyon;RESIDENTIEL;17;109.7;6.453;2.771;54 B RUE SAINT MATHIEU;200046977.0;69.0;84.0;170031
66978;2022;693880202;Les Alouettes-Bachut;49.0;;RUE;SAINT NESTOR;69123;Lyon;RESIDENTIEL;25;95.018;3.801;2.771;49 RUE SAINT NESTOR;200046977.0;69.0;84.0;170101
66979;2022;693880102;Colbert;3.0;;RUE;SAINT NESTOR;69123;Lyon;RESIDENTIEL;123;244.94;1.991;2.771;3 RUE SAINT NESTOR;200046977.0;69.0;84.0;170106
66980;2022;693880104;Marius Berliet Nord;26.0;;RUE;SAINT NESTOR;69123;Lyon;RESIDENTIEL;35;164.746;4.707;2.771;26 RUE SAINT NESTOR;200046977.0;69.0;84.0;170109
66981;2022;693880101;Jean Moulin;2.0;;RUE;SAINT NESTOR;69123;Lyon;RESIDENTIEL;11;21.472;1.952;2.771;2 RUE SAINT NESTOR;200046977.0;69.0;84.0;170111
66982;2022;693880101;Jean Moulin;13.0;;RUE;SAINT NESTOR;69123;Lyon;RESIDENTIEL;24;38.676;1.612;2.771;13 RUE SAINT NESTOR;200046977.0;69.0;84.0;170114
66987;2022;693880102;Colbert;3.0;;RUE;SAINT ROMAIN;69123;Lyon;RESIDENTIEL;27;41.798;1.548;2.771;3 RUE SAINT ROMAIN;200046977.0;69.0;84.0;170166
67012;2022;693880102;Colbert;4.0;;RUE;SANTOS DUMONT;69123;Lyon;RESIDENTIEL;15;36.196;2.413;2.771;4 RUE SANTOS DUMONT;200046977.0;69.0;84.0;170321
67013;2022;693880102;Colbert;33.0;;RUE;SANTOS DUMONT;69123;Lyon;RESIDENTIEL;22;45.604;2.073;2.771;33 RUE SANTOS DUMONT;200046977.0;69.0;84.0;170323
67014;2022;693880102;Colbert;13.0;;RUE;SANTOS DUMONT;69123;Lyon;RESIDENTIEL;15;85.769;5.718;2.771;13 RUE SANTOS DUMONT;200046977.0;69.0;84.0;170332
67024;2022;693880301;Laennec;13.0;;RUE;SEIGNEMARTIN;69123;Lyon;RESIDENTIEL;52;98.537;1.895;2.771;13 RUE SEIGNEMARTIN;200046977.0;69.0;84.0;170375
67065;2022;693880302;Rockefeller-La Buire;23.0;;RUE;VICTOR DE LAPRADE;69123;Lyon;RESIDENTIEL;105;203.001;1.933;2.771;23 RUE VICTOR DE LAPRADE;200046977.0;69.0;84.0;170790
67072;2022;693880101;Jean Moulin;38.0;;RUE;VILLON;69123;Lyon;RESIDENTIEL;11;21.168;1.924;2.771;38 RUE VILLON;200046977.0;69.0;84.0;170896
67073;2022;693880802;Audibert-La Virotte;2.0;;RUE;VILLON;69123;Lyon;RESIDENTIEL;10;35.828;3.583;2.771;2 RUE VILLON;200046977.0;69.0;84.0;170901
67077;2022;693880502;La Plaine;51.0;B;AVENUE;VIVIANI;69123;Lyon;RESIDENTIEL;16;27.65;1.728;2.771;51 B AVENUE VIVIANI;200046977.0;69.0;84.0;170960
67078;2022;693880702;États-Unis;25.0;;RUE;WAKATSUKI;69123;Lyon;RESIDENTIEL;10;19.631;1.963;2.771;25 RUE WAKATSUKI;200046977.0;69.0;84.0;170984
68546;2022;693880101;Jean Moulin;42.0;;COURS;ALBERT THOMAS;69123;Lyon;RESIDENTIEL;29;149.51;5.156;2.771;42 COURS ALBERT THOMAS;200046977.0;69.0;84.0;162481
68547;2022;693880203;Montplaisir Nord;158.0;;COURS;ALBERT THOMAS;69123;Lyon;RESIDENTIEL;25;75.135;3.005;2.771;158 COURS ALBERT THOMAS;200046977.0;69.0;84.0;162493
68548;2022;693880203;Montplaisir Nord;156.0;;COURS;ALBERT THOMAS;69123;Lyon;RESIDENTIEL;25;70.721;2.829;2.771;156 COURS ALBERT THOMAS;200046977.0;69.0;84.0;162494
68564;2022;693880202;Les Alouettes-Bachut;6.0;;RUE;ANTOINE LUMIERE;69123;Lyon;RESIDENTIEL;22;134.263;6.103;2.771;6 RUE ANTOINE LUMIERE;200046977.0;69.0;84.0;162685
68565;2022;693880202;Les Alouettes-Bachut;52.0;;RUE;ANTOINE LUMIERE;69123;Lyon;RESIDENTIEL;74;40.203;0.543;2.771;52 RUE ANTOINE LUMIERE;200046977.0;69.0;84.0;162686
68569;2022;693880503;Général André;4.0;;IMPASSE;ARLETTE;69123;Lyon;RESIDENTIEL;20;62.977;3.149;2.771;4 IMPASSE ARLETTE;200046977.0;69.0;84.0;162727
68577;2022;693880901;Petite Guille;93.0;;RUE;AUDIBERT ET LAVIROTTE;69123;Lyon;RESIDENTIEL;52;17.38;0.334;2.771;93 RUE AUDIBERT ET LAVIROTTE;200046977.0;69.0;84.0;162755
68578;2022;693880901;Petite Guille;91.0;;RUE;AUDIBERT ET LAVIROTTE;69123;Lyon;RESIDENTIEL;28;35.609;1.272;2.771;91 RUE AUDIBERT ET LAVIROTTE;200046977.0;69.0;84.0;162756
68579;2022;693880105;Marius Berliet Sud;7.0;;RUE;AUDIBERT ET LAVIROTTE;69123;Lyon;RESIDENTIEL;43;85.325;1.984;2.771;7 RUE AUDIBERT ET LAVIROTTE;200046977.0;69.0;84.0;162757
68585;2022;693880303;Bataille;7.0;;RUE;AUGUSTE PINTON;69123;Lyon;RESIDENTIEL;27;106.194;3.933;2.771;7 RUE AUGUSTE PINTON;200046977.0;69.0;84.0;162806
68586;2022;693880303;Bataille;21.0;;RUE;AUGUSTE PINTON;69123;Lyon;RESIDENTIEL;18;73.075;4.06;2.771;21 RUE AUGUSTE PINTON;200046977.0;69.0;84.0;162807
68600;2022;693880202;Les Alouettes-Bachut;9.0;;RUE;BATAILLE;69123;Lyon;RESIDENTIEL;26;68.547;2.636;2.771;9 RUE BATAILLE;200046977.0;69.0;84.0;162921
68601;2022;693880202;Les Alouettes-Bachut;3.0;;RUE;BATAILLE;69123;Lyon;RESIDENTIEL;15;43.623;2.908;2.771;3 RUE BATAILLE;200046977.0;69.0;84.0;162935
68608;2022;693880402;La Trinité-Mermoz;15.0;;RUE;BERTHE MORISOT;69123;Lyon;RESIDENTIEL;15;31.185;2.079;2.771;15 RUE BERTHE MORISOT;200046977.0;69.0;84.0;163047
68613;2022;693880802;Audibert-La Virotte;310.0;;AVENUE;BERTHELOT;69123;Lyon;RESIDENTIEL;102;272.482;2.671;2.771;310 AVENUE BERTHELOT;200046977.0;69.0;84.0;163079
68614;2022;693880105;Marius Berliet Sud;291.0;;AVENUE;BERTHELOT;69123;Lyon;RESIDENTIEL;37;240.48;6.499;2.771;291 AVENUE BERTHELOT;200046977.0;69.0;84.0;163086
68615;2022;693880105;Marius Berliet Sud;283.0;;AVENUE;BERTHELOT;69123;Lyon;RESIDENTIEL;40;67.074;1.677;2.771;283 AVENUE BERTHELOT;200046977.0;69.0;84.0;163088
68616;2022;693880105;Marius Berliet Sud;279.0;;AVENUE;BERTHELOT;69123;Lyon;RESIDENTIEL;75;128.2;1.709;2.771;279 AVENUE BERTHELOT;200046977.0;69.0;84.0;163089
68617;2022;693880105;Marius Berliet Sud;251.0;;AVENUE;BERTHELOT;69123;Lyon;RESIDENTIEL;19;90.409;4.758;2.771;251 AVENUE BERTHELOT;200046977.0;69.0;84.0;163093
68618;2022;693880603;Viviani;5.0;;RUE;BERTY ALBRECHT;69123;Lyon;RESIDENTIEL;14;19.526;1.395;2.771;5 RUE BERTY ALBRECHT;200046977.0;69.0;84.0;163135
68619;2022;693880603;Viviani;22.0;;RUE;BERTY ALBRECHT;69123;Lyon;RESIDENTIEL;18;32.584;1.81;2.771;22 RUE BERTY ALBRECHT;200046977.0;69.0;84.0;163136
68620;2022;693880603;Viviani;15.0;;RUE;BERTY ALBRECHT;69123;Lyon;RESIDENTIEL;10;17.387;1.739;2.771;15 RUE BERTY ALBRECHT;200046977.0;69.0;84.0;163139
68658;2022;693880402;La Trinité-Mermoz;4.0;;RUE;CAPITAINE ELISABETH BOSELLI;69123;Lyon;RESIDENTIEL;20;31.854;1.593;2.771;4 RUE CAPITAINE ELISABETH BOSELLI;200046977.0;69.0;84.0;163362
68659;2022;693880402;La Trinité-Mermoz;10.0;;RUE;CAPITAINE ELISABETH BOSELLI;69123;Lyon;RESIDENTIEL;21;44.604;2.124;2.771;10 RUE CAPITAINE ELISABETH BOSELLI;200046977.0;69.0;84.0;163365
68671;2022;693880903;Montagny-Saint-Jean de Dieu;3.0;;RUE;CHALLEMEL LACOUR;69123;Lyon;RESIDENTIEL;12;38.444;3.204;2.771;3 RUE CHALLEMEL LACOUR;200046977.0;69.0;84.0;163454
68673;2022;693880903;Montagny-Saint-Jean de Dieu;133.0;;RUE;CHALLEMEL LACOUR;69123;Lyon;RESIDENTIEL;12;49.097;4.091;2.771;133 RUE CHALLEMEL LACOUR;200046977.0;69.0;84.0;163466
68674;2022;693880903;Montagny-Saint-Jean de Dieu;129.0;;RUE;CHALLEMEL LACOUR;69123;Lyon;RESIDENTIEL;10;47.896;4.79;2.771;129 RUE CHALLEMEL LACOUR;200046977.0;69.0;84.0;163469
68675;2022;693880903;Montagny-Saint-Jean de Dieu;117.0;;RUE;CHALLEMEL LACOUR;69123;Lyon;RESIDENTIEL;14;95.553;6.825;2.771;117 RUE CHALLEMEL LACOUR;200046977.0;69.0;84.0;163473
68678;2022;693880902;Grand Trou;6.0;;RUE;CHANTAL SANDRIN;69123;Lyon;RESIDENTIEL;38;62.27;1.639;2.771;6 RUE CHANTAL SANDRIN;200046977.0;69.0;84.0;163496
68679;2022;693880902;Grand Trou;5.0;;RUE;CHANTAL SANDRIN;69123;Lyon;RESIDENTIEL;21;31.617;1.506;2.771;5 RUE CHANTAL SANDRIN;200046977.0;69.0;84.0;163497
68704;2022;693880901;Petite Guille;8.0;;RUE;COLONEL ARNAUD BELTRAME;69123;Lyon;RESIDENTIEL;55;49.913;0.908;2.771;8 RUE COLONEL ARNAUD BELTRAME;200046977.0;69.0;84.0;163710
68705;2022;693880901;Petite Guille;4.0;;RUE;COLONEL ARNAUD BELTRAME;69123;Lyon;RESIDENTIEL;23;7.466;0.325;2.771;4 RUE COLONEL ARNAUD BELTRAME;200046977.0;69.0;84.0;163713
68706;2022;693880901;Petite Guille;10.0;;RUE;COLONEL ARNAUD BELTRAME;69123;Lyon;RESIDENTIEL;54;31.233;0.578;2.771;10 RUE COLONEL ARNAUD BELTRAME;200046977.0;69.0;84.0;163716
68709;2022;693880402;La Trinité-Mermoz;14.0;;RUE;COMMANDANT CAROLINE AIGLE;69123;Lyon;RESIDENTIEL;27;61.798;2.289;2.771;14 RUE COMMANDANT CAROLINE AIGLE;200046977.0;69.0;84.0;163731
68710;2022;693880402;La Trinité-Mermoz;1.0;;RUE;COMMANDANT CAROLINE AIGLE;69123;Lyon;RESIDENTIEL;17;25.142;1.479;2.771;1 RUE COMMANDANT CAROLINE AIGLE;200046977.0;69.0;84.0;163733
68718;2022;693880902;Grand Trou;98.0;;RUE;CROIX BARRET;69123;Lyon;RESIDENTIEL;10;40.343;4.034;2.771;98 RUE CROIX BARRET;200046977.0;69.0;84.0;163782
68720;2022;693880902;Grand Trou;100.0;;RUE;CROIX BARRET;69123;Lyon;RESIDENTIEL;16;41.468;2.592;2.771;100 RUE CROIX BARRET;200046977.0;69.0;84.0;163787
68749;2022;693880903;Montagny-Saint-Jean de Dieu;6.0;;RUE;DE CHAMPAGNEUX;69123;Lyon;RESIDENTIEL;12;72.254;6.021;2.771;6 RUE DE CHAMPAGNEUX;200046977.0;69.0;84.0;164069
68750;2022;693880903;Montagny-Saint-Jean de Dieu;34.0;;RUE;DE CHAMPAGNEUX;69123;Lyon;RESIDENTIEL;15;86.394;5.76;2.771;34 RUE DE CHAMPAGNEUX;200046977.0;69.0;84.0;164073
68789;2022;693880105;Marius Berliet Sud;8.0;;RUE;DE L EPARGNE;69123;Lyon;RESIDENTIEL;128;278.48;2.176;2.771;8 RUE DE L EPARGNE;200046977.0;69.0;84.0;164366
68790;2022;693880105;Marius Berliet Sud;2.0;;RUE;DE L EPARGNE;69123;Lyon;RESIDENTIEL;40;86.947;2.174;2.771;2 RUE DE L EPARGNE;200046977.0;69.0;84.0;164368
68814;2022;693880105;Marius Berliet Sud;12.0;;RUE;DE LA FRATERNITE;69123;Lyon;RESIDENTIEL;43;88.016;2.047;2.771;12 RUE DE LA FRATERNITE;200046977.0;69.0;84.0;164571
68835;2022;693880105;Marius Berliet Sud;6.0;;RUE;DE LA ROSIERE;69123;Lyon;RESIDENTIEL;34;144.274;4.243;2.771;6 RUE DE LA ROSIERE;200046977.0;69.0;84.0;164726
68850;2022;693880101;Jean Moulin;2.0;;PETITE RUE;DE MONPLAISIR;69123;Lyon;RESIDENTIEL;11;25.717;2.338;2.771;2 PETITE RUE DE MONPLAISIR;200046977.0;69.0;84.0;164840
68851;2022;693880101;Jean Moulin;10.0;;PETITE RUE;DE MONPLAISIR;69123;Lyon;RESIDENTIEL;11;18.889;1.717;2.771;10 PETITE RUE DE MONPLAISIR;200046977.0;69.0;84.0;164843
68852;2022;693880101;Jean Moulin;1.0;;PETITE RUE;DE MONPLAISIR;69123;Lyon;RESIDENTIEL;13;44.527;3.425;2.771;1 PETITE RUE DE MONPLAISIR;200046977.0;69.0;84.0;164844
68853;2022;693880903;Montagny-Saint-Jean de Dieu;98.0;;RUE;DE MONTAGNY;69123;Lyon;RESIDENTIEL;18;99.52;5.529;2.771;98 RUE DE MONTAGNY;200046977.0;69.0;84.0;164845
68854;2022;693880902;Grand Trou;94.0;;RUE;DE MONTAGNY;69123;Lyon;RESIDENTIEL;18;77.072;4.282;2.771;94 RUE DE MONTAGNY;200046977.0;69.0;84.0;164846
68855;2022;693880903;Montagny-Saint-Jean de Dieu;92.0;;RUE;DE MONTAGNY;69123;Lyon;RESIDENTIEL;30;159.643;5.321;2.771;92 RUE DE MONTAGNY;200046977.0;69.0;84.0;164848
68856;2022;693880903;Montagny-Saint-Jean de Dieu;84.0;;RUE;DE MONTAGNY;69123;Lyon;RESIDENTIEL;17;106.091;6.241;2.771;84 RUE DE MONTAGNY;200046977.0;69.0;84.0;164850
68857;2022;693880902;Grand Trou;75.0;;RUE;DE MONTAGNY;69123;Lyon;RESIDENTIEL;85;98.96;1.164;2.771;75 RUE DE MONTAGNY;200046977.0;69.0;84.0;164854
68858;2022;693880902;Grand Trou;115.0;;RUE;DE MONTAGNY;69123;Lyon;RESIDENTIEL;13;20.317;1.563;2.771;115 RUE DE MONTAGNY;200046977.0;69.0;84.0;164863
68863;2022;693880401;Latarget-Mermoz;4.0;;RUE;DE NARVIK;69123;Lyon;RESIDENTIEL;22;69.164;3.144;2.771;4 RUE DE NARVIK;200046977.0;69.0;84.0;164903
68868;2022;693880801;Moulin à Vent;35.0;;AVENUE;DE PRESSENSE;69123;Lyon;RESIDENTIEL;35;55.627;1.589;2.771;35 AVENUE DE PRESSENSE;200046977.0;69.0;84.0;164925
68879;2022;693880901;Petite Guille;215.0;;ROUTE;DE VIENNE;69123;Lyon;RESIDENTIEL;18;27.007;1.5;2.771;215 ROUTE DE VIENNE;200046977.0;69.0;84.0;165062
68881;2022;693880901;Petite Guille;207.0;;ROUTE;DE VIENNE;69123;Lyon;RESIDENTIEL;20;98.514;4.926;2.771;207 ROUTE DE VIENNE;200046977.0;69.0;84.0;165065
68882;2022;693880901;Petite Guille;181.0;;ROUTE;DE VIENNE;69123;Lyon;RESIDENTIEL;14;27.88;1.991;2.771;181 ROUTE DE VIENNE;200046977.0;69.0;84.0;165078
68883;2022;693880901;Petite Guille;177.0;;ROUTE;DE VIENNE;69123;Lyon;RESIDENTIEL;14;21.212;1.515;2.771;177 ROUTE DE VIENNE;200046977.0;69.0;84.0;165081
68884;2022;693880901;Petite Guille;165.0;;ROUTE;DE VIENNE;69123;Lyon;RESIDENTIEL;29;56.02;1.932;2.771;165 ROUTE DE VIENNE;200046977.0;69.0;84.0;165086
68885;2022;693880902;Grand Trou;156.0;;ROUTE;DE VIENNE;69123;Lyon;RESIDENTIEL;12;36.245;3.02;2.771;156 ROUTE DE VIENNE;200046977.0;69.0;84.0;165088
68903;2022;693880204;Montplaisir Sud;9.0;;RUE;DES ALOUETTES;69123;Lyon;RESIDENTIEL;14;31.378;2.241;2.771;9 RUE DES ALOUETTES;200046977.0;69.0;84.0;165208
68928;2022;693880602;Grange Rouge;167.0;;BOULEVARD;DES ETATS UNIS;69123;Lyon;RESIDENTIEL;85;171.97;2.023;2.771;167 BOULEVARD DES ETATS UNIS;200046977.0;69.0;84.0;165440
68930;2022;693880203;Montplaisir Nord;89.0;;AVENUE;DES FRERES LUMIERE;69123;Lyon;RESIDENTIEL;13;35.576;2.737;2.771;89 AVENUE DES FRERES LUMIERE;200046977.0;69.0;84.0;165471
68931;2022;693880102;Colbert;48.0;;AVENUE;DES FRERES LUMIERE;69123;Lyon;RESIDENTIEL;11;60.338;5.485;2.771;48 AVENUE DES FRERES LUMIERE;200046977.0;69.0;84.0;165476
68932;2022;693880102;Colbert;38.0;;AVENUE;DES FRERES LUMIERE;69123;Lyon;RESIDENTIEL;36;178.099;4.947;2.771;38 AVENUE DES FRERES LUMIERE;200046977.0;69.0;84.0;165478
68933;2022;693880203;Montplaisir Nord;3.0;;AVENUE;DES FRERES LUMIERE;69123;Lyon;RESIDENTIEL;11;27.078;2.462;2.771;3 AVENUE DES FRERES LUMIERE;200046977.0;69.0;84.0;165481
68934;2022;693880204;Montplaisir Sud;164.0;;AVENUE;DES FRERES LUMIERE;69123;Lyon;RESIDENTIEL;21;99.436;4.735;2.771;164 AVENUE DES FRERES LUMIERE;200046977.0;69.0;84.0;165491
68935;2022;693880204;Montplaisir Sud;142.0;;AVENUE;DES FRERES LUMIERE;69123;Lyon;RESIDENTIEL;36;153.444;4.262;2.771;142 AVENUE DES FRERES LUMIERE;200046977.0;69.0;84.0;165498
68936;2022;693880204;Montplaisir Sud;144.0;B;AVENUE;DES FRERES LUMIERE;69123;Lyon;RESIDENTIEL;33;50.104;1.518;2.771;144 B AVENUE DES FRERES LUMIERE;200046977.0;69.0;84.0;165512
68939;2022;693880105;Marius Berliet Sud;8.0;;RUE;DES HERIDEAUX;69123;Lyon;RESIDENTIEL;12;53.42;4.452;2.771;8 RUE DES HERIDEAUX;200046977.0;69.0;84.0;165542
68940;2022;693880105;Marius Berliet Sud;6.0;;RUE;DES HERIDEAUX;69123;Lyon;RESIDENTIEL;13;56.751;4.365;2.771;6 RUE DES HERIDEAUX;200046977.0;69.0;84.0;165543
68959;2022;693880101;Jean Moulin;31.0;;RUE;DES TUILIERS;69123;Lyon;RESIDENTIEL;18;51.954;2.886;2.771;31 RUE DES TUILIERS;200046977.0;69.0;84.0;165697
68970;2022;693880202;Les Alouettes-Bachut;5.0;;PLACE;DU 11 NOVEMBRE 1918;69123;Lyon;RESIDENTIEL;10;25.883;2.588;2.771;5 PLACE DU 11 NOVEMBRE 1918;200046977.0;69.0;84.0;165832
69009;2022;693880404;Mairie;96.0;;AVENUE;DU GENERAL FRERE;69123;Lyon;RESIDENTIEL;10;17.705;1.77;2.771;96 AVENUE DU GENERAL FRERE;200046977.0;69.0;84.0;166181
69010;2022;693880404;Mairie;80.0;;AVENUE;DU GENERAL FRERE;69123;Lyon;RESIDENTIEL;12;52.383;4.365;2.771;80 AVENUE DU GENERAL FRERE;200046977.0;69.0;84.0;166185
69011;2022;693880404;Mairie;42.0;;AVENUE;DU GENERAL FRERE;69123;Lyon;RESIDENTIEL;30;43.378;1.446;2.771;42 AVENUE DU GENERAL FRERE;200046977.0;69.0;84.0;166196
69044;2022;693880902;Grand Trou;19.0;;RUE;DU PRESBYTERE;69123;Lyon;RESIDENTIEL;17;29.556;1.739;2.771;19 RUE DU PRESBYTERE;200046977.0;69.0;84.0;166463
69046;2022;693880404;Mairie;58.0;;RUE;DU PROFESSEUR MORAT;69123;Lyon;RESIDENTIEL;19;44.009;2.316;2.771;58 RUE DU PROFESSEUR MORAT;200046977.0;69.0;84.0;166484
69147;2022;693880902;Grand Trou;11.0;;RUE;GENERAL GOURAUD;69123;Lyon;RESIDENTIEL;13;34.75;2.673;2.771;11 RUE GENERAL GOURAUD;200046977.0;69.0;84.0;167191
69149;2022;693880403;Genton-Ranvier;29.0;;RUE;GENTON;69123;Lyon;RESIDENTIEL;21;42.768;2.037;2.771;29 RUE GENTON;200046977.0;69.0;84.0;167208
69150;2022;693880403;Genton-Ranvier;24.0;;RUE;GENTON;69123;Lyon;RESIDENTIEL;14;13.995;1.0;2.771;24 RUE GENTON;200046977.0;69.0;84.0;167210
69177;2022;693880102;Colbert;12.0;;RUE;HENRI PENSIER;69123;Lyon;RESIDENTIEL;15;61.575;4.105;2.771;12 RUE HENRI PENSIER;200046977.0;69.0;84.0;167447
69186;2022;693880404;Mairie;23.0;;RUE;JACQUELINE AURIOL;69123;Lyon;RESIDENTIEL;23;43.112;1.874;2.771;23 RUE JACQUELINE AURIOL;200046977.0;69.0;84.0;167527
69187;2022;693880404;Mairie;22.0;;RUE;JACQUELINE AURIOL;69123;Lyon;RESIDENTIEL;18;34.467;1.915;2.771;22 RUE JACQUELINE AURIOL;200046977.0;69.0;84.0;167528
69210;2022;693880403;Genton-Ranvier;99.0;;AVENUE;JEAN MERMOZ;69123;Lyon;RESIDENTIEL;70;196.414;2.806;2.771;99 AVENUE JEAN MERMOZ;200046977.0;69.0;84.0;167681
69212;2022;693880801;Moulin à Vent;2.0;;RUE;JEAN SARRAZIN;69123;Lyon;RESIDENTIEL;16;23.863;1.491;2.771;2 RUE JEAN SARRAZIN;200046977.0;69.0;84.0;167723
69214;2022;693880202;Les Alouettes-Bachut;52.0;;BOULEVARD;JEAN XXIII;69123;Lyon;RESIDENTIEL;37;110.48;2.986;2.771;52 BOULEVARD JEAN XXIII;200046977.0;69.0;84.0;167741
69239;2022;693880503;Général André;8.0;;RUE;JULES VALENSAUT;69123;Lyon;RESIDENTIEL;38;64.932;1.709;2.771;8 RUE JULES VALENSAUT;200046977.0;69.0;84.0;167986
69240;2022;693880503;Général André;37.0;;RUE;JULES VALENSAUT;69123;Lyon;RESIDENTIEL;19;50.926;2.68;2.771;37 RUE JULES VALENSAUT;200046977.0;69.0;84.0;167987
69241;2022;693880503;Général André;20.0;;RUE;JULES VALENSAUT;69123;Lyon;RESIDENTIEL;14;71.468;5.105;2.771;20 RUE JULES VALENSAUT;200046977.0;69.0;84.0;167988
69242;2022;693880503;Général André;10.0;;RUE;JULES VALENSAUT;69123;Lyon;RESIDENTIEL;24;49.767;2.074;2.771;10 RUE JULES VALENSAUT;200046977.0;69.0;84.0;167990
69243;2022;693880503;Général André;18.0;B;RUE;JULES VALENSAUT;69123;Lyon;RESIDENTIEL;14;81.149;5.796;2.771;18 B RUE JULES VALENSAUT;200046977.0;69.0;84.0;167991
69257;2022;693880302;Rockefeller-La Buire;87.0;;RUE;LAENNEC;69123;Lyon;RESIDENTIEL;28;61.484;2.196;2.771;87 RUE LAENNEC;200046977.0;69.0;84.0;168104
69258;2022;693880302;Rockefeller-La Buire;79.0;;RUE;LAENNEC;69123;Lyon;RESIDENTIEL;32;160.161;5.005;2.771;79 RUE LAENNEC;200046977.0;69.0;84.0;168106
69259;2022;693880302;Rockefeller-La Buire;121.0;;RUE;LAENNEC;69123;Lyon;RESIDENTIEL;17;39.879;2.346;2.771;121 RUE LAENNEC;200046977.0;69.0;84.0;168117
69260;2022;693880302;Rockefeller-La Buire;83.0;D;RUE;LAENNEC;69123;Lyon;RESIDENTIEL;125;257.736;2.062;2.771;83 D RUE LAENNEC;200046977.0;69.0;84.0;168131
69261;2022;693880302;Rockefeller-La Buire;81.0;D;RUE;LAENNEC;69123;Lyon;RESIDENTIEL;102;216.781;2.125;2.771;81 D RUE LAENNEC;200046977.0;69.0;84.0;168132
69288;2022;693880104;Marius Berliet Nord;3.0;;RUE;LEO ET MAURICE TROUILHET;69123;Lyon;RESIDENTIEL;20;43.102;2.155;2.771;3 RUE LEO ET MAURICE TROUILHET;200046977.0;69.0;84.0;168277
69289;2022;693880202;Les Alouettes-Bachut;29.0;;RUE;LEO ET MAURICE TROUILHET;69123;Lyon;RESIDENTIEL;30;53.038;1.768;2.771;29 RUE LEO ET MAURICE TROUILHET;200046977.0;69.0;84.0;168278
69293;2022;693880302;Rockefeller-La Buire;80.0;;RUE;LONGEFER;69123;Lyon;RESIDENTIEL;18;22.426;1.246;2.771;80 RUE LONGEFER;200046977.0;69.0;84.0;168312
69294;2022;693880302;Rockefeller-La Buire;76.0;;RUE;LONGEFER;69123;Lyon;RESIDENTIEL;28;36.513;1.304;2.771;76 RUE LONGEFER;200046977.0;69.0;84.0;168314
69308;2022;693880801;Moulin à Vent;54.0;;RUE;LUDOVIC ARRACHART;69123;Lyon;RESIDENTIEL;15;24.734;1.649;2.771;54 RUE LUDOVIC ARRACHART;200046977.0;69.0;84.0;168421
69309;2022;693880801;Moulin à Vent;3.0;;RUE;LUDOVIC ARRACHART;69123;Lyon;RESIDENTIEL;14;40.748;2.911;2.771;3 RUE LUDOVIC ARRACHART;200046977.0;69.0;84.0;168425
69315;2022;693880403;Genton-Ranvier;4.0;;PLACE;MARC SANGNIER;69123;Lyon;RESIDENTIEL;50;44.454;0.889;2.771;4 PLACE MARC SANGNIER;200046977.0;69.0;84.0;168458
69328;2022;693880105;Marius Berliet Sud;82.0;;RUE;MARIUS BERLIET;69123;Lyon;RESIDENTIEL;17;56.184;3.305;2.771;82 RUE MARIUS BERLIET;200046977.0;69.0;84.0;168570
69329;2022;693880102;Colbert;45.0;;RUE;MARIUS BERLIET;69123;Lyon;RESIDENTIEL;12;22.469;1.872;2.771;45 RUE MARIUS BERLIET;200046977.0;69.0;84.0;168579
69331;2022;693880303;Bataille;9.0;;RUE;MARYSE BASTIE;69123;Lyon;RESIDENTIEL;10;31.777;3.178;2.771;9 RUE MARYSE BASTIE;200046977.0;69.0;84.0;168611
69332;2022;693880303;Bataille;10.0;;RUE;MARYSE BASTIE;69123;Lyon;RESIDENTIEL;11;21.888;1.99;2.771;10 RUE MARYSE BASTIE;200046977.0;69.0;84.0;168651
69333;2022;693880303;Bataille;47.0;T;RUE;MARYSE BASTIE;69123;Lyon;RESIDENTIEL;10;27.953;2.795;2.771;47 T RUE MARYSE BASTIE;200046977.0;69.0;84.0;168655
69375;2022;693880801;Moulin à Vent;73.0;;RUE;PAUL CAZENEUVE;69123;Lyon;RESIDENTIEL;10;17.684;1.768;2.771;73 RUE PAUL CAZENEUVE;200046977.0;69.0;84.0;169045
69376;2022;693880202;Les Alouettes-Bachut;3.0;;RUE;PAUL CAZENEUVE;69123;Lyon;RESIDENTIEL;14;32.141;2.296;2.771;3 RUE PAUL CAZENEUVE;200046977.0;69.0;84.0;169051
69377;2022;693880802;Audibert-La Virotte;22.0;;RUE;PAUL CAZENEUVE;69123;Lyon;RESIDENTIEL;49;90.375;1.844;2.771;22 RUE PAUL CAZENEUVE;200046977.0;69.0;84.0;169056
69378;2022;693880802;Audibert-La Virotte;20.0;;RUE;PAUL CAZENEUVE;69123;Lyon;RESIDENTIEL;35;152.201;4.349;2.771;20 RUE PAUL CAZENEUVE;200046977.0;69.0;84.0;169058
69379;2022;693880802;Audibert-La Virotte;16.0;;RUE;PAUL CAZENEUVE;69123;Lyon;RESIDENTIEL;147;132.871;0.904;2.771;16 RUE PAUL CAZENEUVE;200046977.0;69.0;84.0;169061
